,S1_1,S1_2,S1_3,S1_4,S1_5,S1_6,S2_1,S2_2,S2_3,S2_4,S2_5,S2_6,S3_1,S3_2,S3_3,S3_4,S3_5,S3_6,S4_1,S4_2,S4_3,S4_4,S4_5,S4_6,S5_1,S5_2,S5_3,S5_4,S5_5,S5_6,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV90,852,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV91,0,0,0,0,16,22,50,56,167,29,81,86,43,50,24,57,51,22,0,0,20,0,0,32,34,81,9,51,88,9,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreales_fam_Incertae_sedis,g__Acremonium,s__Acremonium_sp;sh__SH0136655.09FU
ASV92,884,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,k__Fungi,p__Rozellomycota,c__Rozellomycota_cls_Incertae_sedis,o__Rozellomycota_ord_Incertae_sedis,f__Rozellomycota_fam_Incertae_sedis,g__Rozellomycota_gen_Incertae_sedis,s__Rozellomycota_sp;sh__SH0018630.09FU
ASV93,92,24,47,0,0,16,0,53,124,36,57,0,55,0,54,68,65,18,0,44,14,29,43,21,43,67,0,0,47,18,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Melanommataceae,g__Pleotrichocladium,s__Pleotrichocladium_opacum;sh__SH0052671.09FU
ASV94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,0,0,0,514,0,0,398,3,5,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp
ASV95,0,0,0,0,67,0,0,0,0,12,0,19,0,0,0,23,0,0,129,242,128,0,0,18,71,0,0,0,0,202,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pezizales_fam_Incertae_sedis,g__Pezizales_gen_Incertae_sedis,s__Pezizales_sp;sh__SH0018737.09FU
ASV96,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV97,333,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,184,154,0,0,0,0,0,0,0,162,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp;sh__SH0082619.09FU
ASV98,0,55,49,0,49,47,56,27,91,21,231,40,29,31,0,18,0,0,58,13,2,7,51,14,15,53,8,25,24,14,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporales_fam_Incertae_sedis,g__Pleosporales_gen_Incertae_sedis,s__Pleosporales_sp;sh__SH0058583.09FU
ASV99,780,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Cystofilobasidiales,f__Cystofilobasidiaceae,g__Cystofilobasidium,s__Cystofilobasidium_macerans;sh__SH0228764.09FU
ASV100,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Aphelidiomycota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV101,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Helotiales_gen_Incertae_sedis,s__Helotiales_sp
ASV102,0,23,26,0,32,37,15,23,92,100,97,52,197,23,13,0,35,7,0,29,20,6,15,17,3,26,13,9,20,29,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Hysteriales,f__Hysteriaceae,g__Hysteriaceae_gen_Incertae_sedis,s__Hysteriaceae_sp;sh__SH0040805.09FU
ASV103,0,0,0,0,0,23,0,37,59,45,0,214,28,80,198,6,37,0,0,0,0,0,0,10,11,0,0,10,13,0,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp;sh__SH0016625.09FU
ASV104,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Kiflimonium,s__Kiflimonium_curvulum;sh__SH0060527.09FU
ASV105,0,65,48,0,36,13,62,0,171,199,30,40,29,11,0,27,103,20,0,0,4,7,0,0,0,0,10,0,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Aspergillus,Unassigned
ASV106,0,54,0,45,80,0,0,42,28,0,0,47,201,0,54,9,43,0,0,0,0,93,0,24,25,15,68,0,16,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Humicola,s__Humicola_nigrescens;sh__SH0202581.09FU
ASV107,0,20,43,0,40,12,0,40,322,36,59,0,88,19,12,32,26,0,6,0,13,9,11,0,0,0,2,0,12,26,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Cystofilobasidiales,f__Mrakiaceae,g__Mrakia,s__Mrakia_aquatica;sh__SH0101081.09FU
ASV108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,0,0,0,0,0,0,0,0,204,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV109,0,0,0,0,0,44,51,46,124,0,18,0,57,55,0,63,30,31,5,0,0,43,0,157,54,0,35,0,46,0,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Sporidiobolales,f__Sporidiobolaceae,g__Rhodotorula,s__Rhodotorula_graminis;sh__SH0065110.09FU
ASV110,0,35,0,24,0,0,0,0,15,689,135,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,Unassigned,Unassigned
ASV111,0,0,75,0,75,42,0,0,21,0,55,0,0,25,0,6,0,17,205,0,70,37,73,0,11,0,0,23,21,98,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Helotiales_gen_Incertae_sedis,s__Helotiales_sp;sh__SH0159647.09FU
ASV112,0,0,0,0,48,76,0,38,5,19,0,10,12,18,0,0,23,21,8,25,17,0,25,229,47,17,57,3,5,50,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Paraphoma,s__Paraphoma_rhaphiolepidis;sh__SH0040186.09FU
ASV113,249,148,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,Unassigned
ASV114,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp;sh__SH0082619.09FU
ASV115,0,0,0,0,0,8,127,11,0,31,90,0,0,0,0,0,0,0,0,0,0,0,0,69,244,161,14,84,33,0,k__Fungi,p__Aphelidiomycota,c__Aphelidiomycota_cls_Incertae_sedis,o__Aphelidiomycota_ord_Incertae_sedis,f__Aphelidiomycota_fam_Incertae_sedis,g__Aphelidiomycota_gen_Incertae_sedis,s__Aphelidiomycota_sp;sh__SH0010647.09FU
ASV116,0,0,27,0,105,70,42,102,0,27,0,28,0,0,0,0,0,0,149,21,20,91,34,0,11,0,0,18,10,59,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_calciphila;sh__SH0208496.09FU
ASV117,0,0,58,0,0,0,40,215,100,116,18,124,16,8,0,6,0,0,99,7,16,3,0,0,0,9,0,0,0,26,k__Fungi,p__Rozellomycota,c__Rozellomycota_cls_Incertae_sedis,o__Rozellomycota_ord_Incertae_sedis,f__Rozellomycota_fam_Incertae_sedis,g__Rozellomycota_gen_Incertae_sedis,s__Rozellomycota_sp;sh__SH0098444.09FU
ASV118,0,0,21,0,0,28,0,0,0,0,0,0,0,20,72,0,0,0,8,0,0,0,0,136,86,66,227,72,26,8,k__Fungi,p__Mucoromycota,c__Endogonomycetes,o__Endogonales,f__Endogonales_fam_Incertae_sedis,g__Endogonales_gen_Incertae_sedis,s__Endogonales_sp
ASV119,0,270,285,0,0,0,22,7,0,0,0,0,0,0,0,29,64,0,0,0,0,46,0,27,0,0,0,0,0,0,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__Claroideoglomus_claroideum;sh__SH0011035.09FU
ASV120,0,0,0,0,16,44,22,0,10,5,3,0,0,0,0,0,0,0,90,130,39,159,115,0,0,0,0,2,0,63,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp
ASV121,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,14,0,0,0,0,0,0,0,10,201,75,0,18,296,0,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Spizellomycetaceae,g__Kochiomyces,s__Kochiomyces_sp;sh__SH0124019.09FU
ASV122,0,15,0,0,0,45,4,27,24,34,7,15,69,0,23,21,66,0,86,14,11,0,106,2,0,0,0,0,3,57,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Clavicipitaceae,g__Keithomyces,s__Keithomyces_carneus;sh__SH0189143.09FU
ASV123,0,0,0,0,0,0,0,0,23,0,20,320,21,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp
ASV124,181,0,0,157,90,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp;sh__SH0082619.09FU
ASV125,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV126,0,0,0,0,33,61,42,0,18,27,179,50,0,17,0,0,18,32,0,0,8,0,6,13,16,24,47,7,5,11,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pezizales_fam_Incertae_sedis,g__Pezizales_gen_Incertae_sedis,s__Pezizales_sp;sh__SH0217609.09FU
ASV127,435,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp;sh__SH0082619.09FU
ASV128,0,11,0,0,80,3,0,38,129,35,28,17,42,0,79,29,20,0,0,0,9,4,0,11,10,0,0,14,10,8,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Paracremonium,s__Paracremonium_bendijkiorum;sh__SH0103082.09FU
ASV129,0,0,59,0,138,0,188,144,0,0,37,0,0,0,0,0,12,0,0,72,0,34,34,0,0,0,7,0,0,0,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV130,0,0,16,0,0,22,0,16,79,36,37,14,39,10,39,23,0,0,0,0,0,21,0,23,24,0,136,0,35,27,k__Fungi,p__Ascomycota,c__Ascomycota_cls_Incertae_sedis,o__Ascomycota_ord_Incertae_sedis,f__Ascomycota_fam_Incertae_sedis,g__Ascomycota_gen_Incertae_sedis,s__Ascomycota_sp;sh__SH0060488.09FU
ASV131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,304,0,14,0,0,0,0,0,0,151,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Trechisporales,f__Trechisporales_fam_Incertae_sedis,g__Trechisporales_gen_Incertae_sedis,s__Trechisporales_sp;sh__SH0230561.09FU
ASV132,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_calciphila;sh__SH0208496.09FU
ASV133,0,49,53,0,0,51,34,15,6,7,36,40,0,29,37,50,35,46,36,39,0,28,7,0,0,14,6,0,0,13,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV134,0,0,0,0,0,36,44,10,0,17,21,184,0,0,0,0,6,0,181,20,17,55,2,12,0,6,0,0,0,0,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV135,46,59,52,38,148,0,0,0,46,16,5,0,25,18,21,0,0,35,6,0,0,0,8,10,27,7,0,3,16,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Sarcopodium,s__Sarcopodium_araliae;sh__SH0009920.09FU
ASV136,0,6,27,0,13,0,110,43,12,65,65,19,95,22,6,38,0,10,0,11,0,0,24,34,27,0,0,3,7,0,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp;sh__SH0116139.09FU
ASV137,0,0,0,23,171,77,0,0,0,0,0,0,13,15,135,0,0,0,43,17,15,0,8,0,15,10,0,0,0,20,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__Claroideoglomus_claroideum;sh__SH0011035.09FU
ASV138,0,44,26,23,8,0,0,2,39,12,0,32,0,3,0,17,26,29,74,26,23,10,13,40,7,17,6,17,18,32,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp;sh__SH0050012.09FU
ASV139,0,0,0,0,0,0,0,0,0,588,0,0,0,0,0,0,0,0,0,0,0,0,0,9,36,0,0,16,0,0,k__Fungi,p__Chytridiomycota,c__Rhizophlyctidomycetes,o__Rhizophlyctidales,f__Rhizophlyctidales_fam_Incertae_sedis,g__Rhizophlyctidales_gen_Incertae_sedis,s__Rhizophlyctidales_sp;sh__SH0215785.09FU
ASV140,87,7,34,0,34,0,26,127,45,55,68,0,19,4,0,43,0,9,0,1,0,33,0,0,0,0,0,0,6,8,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,Unassigned,Unassigned
ASV141,0,34,0,0,44,0,86,93,179,66,6,34,0,0,0,14,0,0,0,9,3,0,0,0,0,0,0,0,3,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Hyaloscyphaceae_gen_Incertae_sedis,s__Hyaloscyphaceae_sp;sh__SH0062508.09FU
ASV142,0,85,0,0,0,0,21,0,0,12,0,144,0,0,0,113,0,67,0,35,0,0,0,0,0,0,0,0,0,5,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV143,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Podosporaceae,g__Podosporaceae_gen_Incertae_sedis,s__Podosporaceae_sp;sh__SH0079740.09FU
ASV144,0,0,0,54,45,136,0,18,51,20,0,8,26,7,0,16,0,11,62,11,9,38,11,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,Unassigned
ASV145,0,14,0,0,86,0,56,25,14,54,26,84,0,2,0,21,19,0,0,0,5,0,20,10,34,11,12,4,6,2,k__Fungi,p__Rozellomycota,c__Rozellomycotina_cls_Incertae_sedis,o__GS04,f__GS04_fam_Incertae_sedis,g__GS04_gen_Incertae_sedis,s__GS04_sp;sh__SH0182009.09FU
ASV146,0,36,35,0,38,0,12,17,2,7,12,9,26,27,43,62,24,21,9,19,9,63,7,16,13,0,29,2,0,7,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV147,0,0,0,0,0,0,56,44,370,10,9,2,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Hyaloscyphaceae_gen_Incertae_sedis,s__Hyaloscyphaceae_sp;sh__SH0062508.09FU
ASV148,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Tremellales_fam_Incertae_sedis,g__Tremellales_gen_Incertae_sedis,s__Tremellales_sp;sh__SH0061974.09FU
ASV149,0,0,0,189,100,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp
ASV150,0,0,0,0,118,49,0,0,0,0,0,0,53,0,0,0,0,0,67,0,0,183,33,0,0,0,0,0,0,19,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,Unassigned
ASV151,0,2,486,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,34,0,0,0,0,0,0,36,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__Claroideoglomus_sp;sh__SH0020219.09FU
ASV152,0,0,0,0,54,0,0,0,44,112,41,0,77,12,0,0,30,0,0,0,20,0,0,14,0,0,57,16,40,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Humicola,s__Humicola_nigrescens;sh__SH0202581.09FU
ASV153,0,0,0,0,0,0,0,45,0,89,73,0,35,0,0,41,0,0,53,0,14,78,56,7,12,5,0,7,16,23,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Thelebolales,f__Thelebolaceae,g__Thelebolus,s__Thelebolus_globosus;sh__SH0037759.09FU
ASV154,0,0,0,371,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,6,0,0,0,0,0,11,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Filobasidiaceae,g__Naganishia,s__Naganishia_albida;sh__SH0175782.09FU
ASV155,0,145,0,0,0,0,0,0,37,139,20,0,113,0,0,0,19,0,0,0,2,0,0,0,0,28,0,3,0,4,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,Unassigned
ASV156,0,0,0,0,0,0,127,0,0,299,165,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Microdochiaceae,g__Idriella,s__Idriella_sp;sh__SH0214220.09FU
ASV157,0,25,0,0,17,0,7,14,69,9,18,64,50,12,0,21,0,0,0,0,9,0,0,31,22,0,36,22,25,7,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_acutisporum;sh__SH0044823.09FU
ASV158,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Cordycipitaceae,g__Leptobacillium,s__Leptobacillium_leptobactrum;sh__SH0029226.09FU
ASV159,0,0,0,0,0,0,0,0,37,35,62,0,53,0,33,0,0,42,70,18,34,26,49,0,0,0,0,0,19,19,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Humicola,s__Humicola_nigrescens;sh__SH0202581.09FU
ASV160,0,0,0,0,12,12,0,0,0,0,18,12,0,0,0,65,314,0,0,0,0,21,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Phialophora,s__Phialophora_foetens;sh__SH0041078.09FU
ASV161,0,0,0,0,0,0,15,163,0,17,0,13,0,60,89,16,0,25,8,12,17,0,0,27,34,0,0,31,0,6,k__Fungi,p__Chytridiomycota,c__Lobulomycetes,o__Lobulomycetales,f__Lobulomycetales_fam_Incertae_sedis,g__Lobulomycetales_gen_Incertae_sedis,s__Lobulomycetales_sp;sh__SH0143973.09FU
ASV162,0,0,0,0,71,69,110,48,117,21,45,28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,k__Fungi,p__Rozellomycota,c__Rozellomycota_cls_Incertae_sedis,o__Rozellomycota_ord_Incertae_sedis,f__Rozellomycota_fam_Incertae_sedis,g__Rozellomycota_gen_Incertae_sedis,s__Rozellomycota_sp;sh__SH0009687.09FU
ASV163,0,30,0,0,0,0,73,27,0,10,119,39,0,14,15,25,26,12,10,2,1,0,0,7,23,19,15,25,8,15,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp;sh__SH0206000.09FU
ASV164,0,13,0,0,21,0,4,0,11,0,41,0,0,30,0,181,64,22,54,0,12,0,33,13,0,6,0,6,9,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Phialophora,s__Phialophora_foetens;sh__SH0041078.09FU
ASV165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,163,28,13,24,0,0,0,0,0,0,74,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__Pyronemataceae_gen_Incertae_sedis,s__Pyronemataceae_sp;sh__SH0070219.09FU
ASV166,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Rhynchogastremataceae,g__Papiliotrema,s__Papiliotrema_terrestris;sh__SH0054699.09FU
ASV167,0,7,0,0,0,0,0,0,0,0,59,50,0,0,0,9,0,0,340,0,5,0,0,0,0,32,0,6,6,19,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliales_fam_Incertae_sedis,g__Orbiliales_gen_Incertae_sedis,s__Orbiliales_sp;sh__SH0135627.09FU
ASV168,0,0,0,332,0,0,0,0,7,0,0,0,5,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,3,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,s__Vishniacozyma_sp;sh__SH0056967.09FU
ASV169,0,0,0,0,0,0,184,30,0,15,118,18,0,0,0,0,0,0,0,24,0,13,4,0,25,84,0,0,23,11,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__Rhizophydiales_fam_Incertae_sedis,g__Rhizophydiales_gen_Incertae_sedis,s__Rhizophydiales_sp;sh__SH0119470.09FU
ASV170,0,0,0,0,0,45,0,0,0,0,0,0,0,33,0,0,0,0,109,0,0,257,0,0,0,0,0,0,0,23,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__Paraglomus_laccatum
ASV171,0,8,0,0,0,0,0,43,0,36,0,19,154,6,39,19,0,0,16,0,7,0,11,21,0,8,6,29,17,12,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Glarea,s__Glarea_lozoyensis;sh__SH0012399.09FU
ASV172,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,10,0,0,30,0,68,55,51,161,40,14,0,k__Fungi,p__Mucoromycota,c__Endogonomycetes,o__Endogonales,f__Endogonales_fam_Incertae_sedis,g__Endogonales_gen_Incertae_sedis,s__Endogonales_sp
ASV173,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Exophiala,s__Exophiala_exophialae;sh__SH0117323.09FU
ASV174,0,0,0,93,49,0,186,5,0,51,15,37,0,21,0,11,0,0,0,0,0,9,0,3,0,0,0,0,0,0,k__Fungi,p__Chytridiomycota,c__Chytridiomycetes,o__Chytridiales,f__Chytridiales_fam_Incertae_sedis,g__Chytridiales_gen_Incertae_sedis,s__Chytridiales_sp;sh__SH0046734.09FU
ASV175,0,0,0,0,0,0,0,0,0,0,9,0,101,187,0,0,0,14,0,0,0,0,0,21,0,78,0,0,50,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp
ASV176,0,0,0,0,0,0,0,0,0,36,19,92,36,16,5,9,0,0,24,41,22,0,27,11,12,0,0,0,17,9,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV177,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,g__Bolbitius,Unassigned
ASV178,0,0,0,0,0,0,58,17,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,42,211,26,0,85,10,0,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV179,0,0,0,0,0,0,0,0,0,256,0,0,136,0,0,0,21,0,0,0,0,0,0,44,0,0,0,0,0,0,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Spizellomycetales_fam_Incertae_sedis,g__Spizellomycetales_gen_Incertae_sedis,s__Spizellomycetales_sp;sh__SH0217854.09FU
ASV180,182,5,0,0,56,0,0,0,25,13,0,0,0,0,0,0,0,0,0,0,6,0,0,10,4,0,0,0,11,41,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_antarctica;sh__SH0232085.09FU
