,R1_1,R1_2,R1_3,R1_4,R1_5,R1_6,R2_1,R2_2,R2_3,R2_4,R2_5,R2_6,R3_1,R3_2,R3_3,R3_4,R3_5,R3_6,R4_1,R4_2,R4_3,R4_4,R4_5,R4_6,R5_1,R5_2,R5_3,R5_4,R5_5,R5_6,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV91,0,0,0,0,0,0,112,0,0,0,0,0,0,0,103,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV92,9,19,9,15,32,21,14,61,18,28,0,19,24,10,17,10,12,0,9,22,34,16,17,21,0,4,0,8,13,0,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,405,0,0,0,0,0,0,k__Fungi,p__Glomeromycota,c__Archaeosporomycetes,o__Archaeosporales,Unassigned,Unassigned,Unassigned
ASV94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,185,155,7,3,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariomycetes_ord_Incertae_sedis,f__Sordariomycetes_fam_Incertae_sedis,g__Sordariomycetes_gen_Incertae_sedis,s__Sordariomycetes_sp;sh__SH0012655.09FU
ASV95,0,0,0,0,0,104,0,0,0,0,120,0,0,0,0,0,0,0,78,61,0,0,68,0,2,0,0,0,0,7,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Rhynchogastremataceae,g__Papiliotrema,s__Papiliotrema_terrestris;sh__SH0054699.09FU
ASV96,0,40,0,0,0,82,0,0,0,0,0,0,0,16,0,0,32,0,42,19,48,0,35,0,26,0,44,0,21,0,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Sporidiobolales,f__Sporidiobolaceae,g__Rhodotorula,s__Rhodotorula_graminis;sh__SH0065110.09FU
ASV97,44,37,45,47,61,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,30,27,0,15,0,8,22,0,0,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV98,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,42,237,0,0,0,0,115,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__Ceratobasidiaceae_gen_Incertae_sedis,s__Ceratobasidiaceae_sp
ASV99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,58,0,0,58,151,70,16,20,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp;sh__SH0232076.09FU
ASV100,0,0,0,0,0,0,0,0,0,23,0,0,131,51,8,19,11,0,0,44,50,32,0,21,0,0,0,0,18,0,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV101,54,0,0,0,0,0,27,0,103,0,0,18,0,31,0,96,0,0,0,48,0,0,32,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Saccharomycetales_fam_Incertae_sedis,g__Candida,s__Candida_tropicalis
ASV102,0,0,0,0,75,0,0,0,148,27,0,0,0,25,51,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp
ASV103,0,104,0,36,0,0,0,0,0,0,0,0,17,0,27,0,0,0,163,0,0,0,0,0,21,22,10,0,20,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Nectriaceae_gen_Incertae_sedis,s__Nectriaceae_sp;sh__SH0044099.09FU
ASV104,10,9,12,11,35,0,29,14,0,26,0,12,27,29,11,3,0,6,11,11,41,40,22,12,0,0,0,8,2,0,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Clitopilus,s__Clitopilus_baronii;sh__SH0213491.09FU
ASV106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,81,95,131,32,1,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Chalara,s__Chalara_sp;sh__SH0055516.09FU
ASV107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,31,33,146,0,73,53,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,s__Vishniacozyma_victoriae;sh__SH0056961.09FU
ASV108,0,0,0,0,63,0,0,0,0,0,0,0,55,0,0,0,35,0,0,0,65,0,0,0,23,29,0,17,31,23,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Sporidiobolales,f__Sporidiobolaceae,g__Rhodotorula,s__Rhodotorula_graminis;sh__SH0065110.09FU
ASV109,0,0,0,40,0,0,0,175,77,0,0,0,0,0,0,0,0,0,0,23,0,0,67,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Zasmidium,Unassigned
ASV110,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,218,48,22,10,4,0,0,0,6,k__Fungi,p__Ascomycota,c__Ascomycota_cls_Incertae_sedis,o__Ascomycota_ord_Incertae_sedis,f__Ascomycota_fam_Incertae_sedis,g__Ascomycota_gen_Incertae_sedis,s__Ascomycota_sp;sh__SH0168905.09FU
ASV111,0,0,0,0,0,0,0,98,0,66,0,0,0,0,0,0,0,0,62,44,0,0,0,97,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,Unassigned,Unassigned,Unassigned
ASV112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,95,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,Unassigned,Unassigned,Unassigned
ASV113,0,0,0,0,28,0,0,0,0,0,0,0,86,15,0,0,0,0,18,71,22,67,0,38,0,0,0,2,2,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Cephalothecaceae,g__Phialemonium,s__Phialemonium_inflatum;sh__SH0045416.09FU
ASV114,0,0,0,0,0,0,0,0,0,0,220,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Sporidiobolales,f__Sporidiobolaceae,g__Rhodotorula,s__Rhodotorula_mucilaginosa;sh__SH0065120.09FU
ASV115,49,0,0,0,0,58,0,43,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,3,0,0,37,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Paraphoma,s__Paraphoma_rhaphiolepidis;sh__SH0040186.09FU
ASV116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,8,34,228,0,0,0,0,0,0,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,Unassigned,Unassigned
ASV117,113,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,15,0,18,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Thelebolales,f__Thelebolaceae,g__Thelebolus,s__Thelebolus_globosus;sh__SH0037759.09FU
ASV118,0,0,67,0,0,72,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Trichomeriaceae,g__Trichomeriaceae_gen_Incertae_sedis,s__Trichomeriaceae_sp
ASV119,0,0,213,0,0,0,0,0,0,0,0,0,0,0,47,58,0,0,0,0,0,0,0,0,0,0,0,0,0,2,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp;sh__SH0111493.09FU
ASV120,0,0,0,0,251,0,0,0,0,0,0,0,0,35,0,0,10,0,28,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__Thanatephorus,s__Thanatephorus_sp;sh__SH0172220.09FU
ASV121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Cystofilobasidiales,f__Mrakiaceae,g__Itersonilia,s__Itersonilia_pannonica;sh__SH0217375.09FU
ASV122,0,0,62,0,0,0,0,0,0,0,127,81,0,0,0,0,0,0,0,0,0,31,0,0,0,0,12,0,0,3,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp
ASV123,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,207,15,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Melanommataceae,g__Pleotrichocladium,s__Pleotrichocladium_opacum;sh__SH0052671.09FU
ASV124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Cystofilobasidiales,f__Mrakiaceae,g__Itersonilia,s__Itersonilia_pannonica;sh__SH0217375.09FU
ASV125,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Ascomycota_cls_Incertae_sedis,o__Ascomycota_ord_Incertae_sedis,f__Ascomycota_fam_Incertae_sedis,g__Ascomycota_gen_Incertae_sedis,s__Ascomycota_sp;sh__SH0047703.09FU
ASV126,0,55,64,0,0,0,0,0,49,0,0,0,0,51,0,63,0,0,0,0,0,9,0,0,0,0,0,6,0,18,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Aspergillus,s__Aspergillus_piperis;sh__SH0107469.09FU
ASV127,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Helotiales_gen_Incertae_sedis,s__Helotiales_sp;sh__SH0159647.09FU
ASV128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,116,0,0,0,0,0,0,0,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,Unassigned
ASV129,0,0,0,0,96,0,0,44,0,58,0,0,0,0,0,0,0,0,83,0,0,22,0,0,0,8,0,0,4,5,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Aspergillus,s__Aspergillus_flavus
ASV130,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,35,0,0,0,0,2,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Chaetothyriales_fam_Incertae_sedis,g__Chaetothyriales_gen_Incertae_sedis,s__Chaetothyriales_sp;sh__SH0207858.09FU
ASV131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,117,49,60,22,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Vibrisseaceae,g__Vibrisseaceae_gen_Incertae_sedis,s__Vibrisseaceae_sp;sh__SH0027038.09FU
ASV132,15,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,9,0,0,0,0,17,0,0,4,19,38,3,0,39,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Cercospora,s__Cercospora_coniogrammes;sh__SH0110004.09FU
ASV133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,72,86,23,6,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Vibrisseaceae,g__Vibrisseaceae_gen_Incertae_sedis,s__Vibrisseaceae_sp;sh__SH0027038.09FU
ASV134,0,0,62,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__Neoascochyta,s__Neoascochyta_sp;sh__SH0149194.09FU
ASV135,0,0,0,56,45,54,0,0,0,68,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Rozellomycota,c__Rozellomycota_cls_Incertae_sedis,o__Rozellomycota_ord_Incertae_sedis,f__Rozellomycota_fam_Incertae_sedis,g__Rozellomycota_gen_Incertae_sedis,s__Rozellomycota_sp;sh__SH0039408.09FU
ASV136,0,0,64,0,0,0,0,0,0,0,0,73,0,0,78,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Cryptococcaceae,g__Cryptococcus,s__Cryptococcus_watticus;sh__SH0042816.09FU
ASV137,0,0,46,0,46,0,39,0,75,0,0,0,0,0,0,0,0,0,0,0,31,25,0,0,0,0,0,0,0,9,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Erythrobasidiales,f__Erythrobasidiaceae,g__Erythrobasidium,s__Erythrobasidium_sp;sh__SH0235997.09FU
ASV138,0,0,0,67,0,0,0,54,0,0,0,0,0,41,0,0,0,88,0,0,32,18,0,0,0,3,4,0,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Aspergillus,s__Aspergillus_versicolor;sh__SH0030036.09FU
ASV139,0,0,0,0,0,0,0,0,0,37,152,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,32,4,1,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Cystofilobasidiales,f__Mrakiaceae,g__Mrakia,s__Mrakia_aquatica;sh__SH0101081.09FU
ASV140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,59,81,74,0,0,0,0,0,0,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,23,0,0,0,0,25,0,17,14,152,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,Unassigned
ASV142,0,0,0,0,0,0,26,16,46,10,0,117,0,0,0,0,0,0,30,20,0,0,0,0,0,0,0,0,0,0,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,k__Fungi,p__Glomeromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__Archaeospora_sp;sh__SH0026331.09FU
ASV144,0,34,0,14,39,0,0,0,0,97,0,0,0,0,0,44,0,51,0,0,19,0,0,0,0,0,0,0,0,0,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp;sh__SH0110666.09FU
ASV145,57,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_sp;sh__SH0044092.09FU
ASV146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,33,9,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__Ceratobasidiaceae_gen_Incertae_sedis,s__Ceratobasidiaceae_sp
ASV147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,223,0,0,0,0,0,0,k__Fungi,p__Glomeromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,Unassigned,Unassigned
ASV148,0,86,0,0,76,0,0,0,0,0,0,0,27,0,0,39,0,0,0,0,10,28,0,0,0,0,5,0,0,0,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Saccharomycetales_fam_Incertae_sedis,g__Candida,s__Candida_subhashii;sh__SH0052947.09FU
ASV149,0,0,0,6,0,0,0,0,0,0,0,17,0,4,0,116,46,60,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Chytridiomycota,c__Synchytriomycetes,o__Synchytriales,f__Synchytriaceae,g__Synchytriaceae_gen_Incertae_sedis,s__Synchytriaceae_sp;sh__SH0016817.09FU
ASV150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,102,16,49,0,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Helotiales_gen_Incertae_sedis,s__Helotiales_sp;sh__SH0081808.09FU
ASV151,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Trichosporonales,f__Trichosporonaceae,g__Trichosporon,s__Trichosporon_asahii;sh__SH0110755.09FU
ASV152,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,Unassigned,Unassigned,Unassigned,Unassigned
ASV153,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia,s__Preussia_terricola;sh__SH0019984.09FU
ASV154,0,0,68,0,0,0,0,0,0,0,0,0,0,0,32,27,0,0,28,26,0,0,0,52,0,0,0,0,3,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideales,f__Saccotheciaceae,g__Aureobasidium,s__Aureobasidium_pullulans;sh__SH0202545.09FU
ASV155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,77,125,37,0,0,0,0,0,0,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomeraceae_gen_Incertae_sedis,s__Glomeraceae_sp;sh__SH0081691.09FU
ASV156,0,0,0,48,0,29,0,0,0,0,0,0,24,0,76,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp;sh__SH0062365.09FU
ASV157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,64,91,0,0,0,0,0,0,0,0,8,4,4,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Aspergillus,Unassigned
ASV158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,14,4,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Phialophora,s__Phialophora_foetens;sh__SH0041078.09FU
ASV159,0,61,0,0,0,0,0,0,24,0,122,0,0,0,0,0,0,0,0,0,18,0,21,0,0,0,0,0,0,0,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV160,2,0,0,0,144,0,0,0,0,49,0,0,0,0,0,0,0,0,15,13,0,10,0,6,0,7,0,0,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Aspergillus,Unassigned
ASV161,0,0,0,0,85,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,31,0,22,11,11,5,8,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Piskurozymaceae,g__Solicoccozyma,Unassigned
ASV162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,89,40,56,10,1,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Sebacinaceae,g__Sebacina,s__Sebacina_sp;sh__SH0236136.09FU
ASV163,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,104,41,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Nectriella,s__Nectriella_sp;sh__SH0103070.09FU
ASV164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,k__Fungi,p__Glomeromycota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV165,32,0,6,15,7,0,5,11,0,20,0,0,0,9,10,25,3,0,0,8,9,11,8,8,0,11,0,7,0,0,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,66,3,123,0,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp;sh__SH0136132.09FU
ASV167,90,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,20,0,6,0,28,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Trimorphomycetaceae,g__Saitozyma,s__Saitozyma_podzolica;sh__SH0062252.09FU
ASV168,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp
ASV169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV170,0,91,0,0,0,0,0,112,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,8,0,11,4,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__Boeremia,s__Boeremia_sp;sh__SH0176068.09FU
ASV171,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp;sh__SH0006990.09FU
ASV172,0,35,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,36,0,98,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,Unassigned,Unassigned
ASV173,0,0,0,0,0,0,0,0,0,0,116,50,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp
ASV174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,172,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,Unassigned,Unassigned,Unassigned
ASV175,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,17,42,0,0,0,0,0,0,68,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp
ASV176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Hannaella,s__Hannaella_oryzae;sh__SH0062007.09FU
ASV177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,32,17,15,9,0,0,59,k__Fungi,p__Ascomycota,c__Ascomycota_cls_Incertae_sedis,o__Ascomycota_ord_Incertae_sedis,f__Ascomycota_fam_Incertae_sedis,g__Ascomycota_gen_Incertae_sedis,s__Ascomycota_sp;sh__SH0060488.09FU
ASV178,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,Unassigned
ASV179,0,0,0,0,0,0,0,0,136,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV180,0,0,0,0,0,0,0,0,0,150,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Thelebolales,f__Thelebolaceae,g__Ramgea,s__Ramgea_ozimecii;sh__SH0037859.09FU
ASV181,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Thelebolales,f__Pseudeurotiaceae,g__Gymnostellatospora,s__Gymnostellatospora_japonica;sh__SH0037830.09FU
ASV182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,205,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Filobasidiaceae,g__Naganishia,s__Naganishia_albida;sh__SH0175782.09FU
ASV183,0,0,130,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp;sh__SH0071623.09FU
